NIV1,NIV2,NIV3,NIV4,NIV5,NIV1 - Libellé,NIV2 - Libellé,NIV3 - Libellé,NIV4 - Libellé,NIV5 - Libellé
C,20,20.1,20.15,20.15Z,Industrie manufacturière,Industrie chimique,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",Fabrication de produits azotés et d'engrais,Fabrication de produits azotés et d'engrais
C,20,20.1,20.16,20.16Z,Industrie manufacturière,Industrie chimique,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",Fabrication de matières plastiques de base,Fabrication de matières plastiques de base
C,20,20.1,20.17,20.17Z,Industrie manufacturière,Industrie chimique,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",Fabrication de caoutchouc synthétique,Fabrication de caoutchouc synthétique
C,20,20.2,20.20,20.20Z,Industrie manufacturière,Industrie chimique,Fabrication de pesticides et d'autres produits agrochimiques,Fabrication de pesticides et d'autres produits agrochimiques,Fabrication de pesticides et d'autres produits agrochimiques
C,20,20.3,20.30,20.30Z,Industrie manufacturière,Industrie chimique,"Fabrication de peintures, vernis, encres et mastics","Fabrication de peintures, vernis, encres et mastics","Fabrication de peintures, vernis, encres et mastics"
C,20,20.4,20.41,20.41Z,Industrie manufacturière,Industrie chimique,"Fabrication de savons, de produits d'entretien et de parfums","Fabrication de savons, détergents et produits d'entretien","Fabrication de savons, détergents et produits d'entretien"
C,20,20.4,20.42,20.42Z,Industrie manufacturière,Industrie chimique,"Fabrication de savons, de produits d'entretien et de parfums",Fabrication de parfums et de produits pour la toilette,Fabrication de parfums et de produits pour la toilette
C,20,20.5,20.51,20.51Z,Industrie manufacturière,Industrie chimique,Fabrication d'autres produits chimiques,Fabrication de produits explosifs,Fabrication de produits explosifs
C,20,20.5,20.52,20.52Z,Industrie manufacturière,Industrie chimique,Fabrication d'autres produits chimiques,Fabrication de colles,Fabrication de colles
C,20,20.5,20.53,20.53Z,Industrie manufacturière,Industrie chimique,Fabrication d'autres produits chimiques,Fabrication d'huiles essentielles,Fabrication d'huiles essentielles
C,20,20.5,20.59,20.59Z,Industrie manufacturière,Industrie chimique,Fabrication d'autres produits chimiques,Fabrication d'autres produits chimiques n.c.a.,Fabrication d'autres produits chimiques n.c.a.
C,20,20.6,20.60,20.60Z,Industrie manufacturière,Industrie chimique,Fabrication de fibres artificielles ou synthétiques,Fabrication de fibres artificielles ou synthétiques,Fabrication de fibres artificielles ou synthétiques
C,21,21.1,21.10,21.10Z,Industrie manufacturière,Industrie pharmaceutique,Fabrication de produits pharmaceutiques de base,Fabrication de produits pharmaceutiques de base,Fabrication de produits pharmaceutiques de base
C,21,21.2,21.20,21.20Z,Industrie manufacturière,Industrie pharmaceutique,Fabrication de préparations pharmaceutiques,Fabrication de préparations pharmaceutiques,Fabrication de préparations pharmaceutiques
C,22,22.1,22.11,22.11Z,Industrie manufacturière,Fabrication de produits en caoutchouc et en plastique,Fabrication de produits en caoutchouc,Fabrication et rechapage de pneumatiques,Fabrication et rechapage de pneumatiques
C,22,22.1,22.19,22.19Z,Industrie manufacturière,Fabrication de produits en caoutchouc et en plastique,Fabrication de produits en caoutchouc,Fabrication d'autres articles en caoutchouc,Fabrication d'autres articles en caoutchouc
C,22,22.2,22.21,22.21Z,Industrie manufacturière,Fabrication de produits en caoutchouc et en plastique,Fabrication de produits en plastique,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques","Fabrication de plaques, feuilles, tubes et profilés en matières plastiques"
C,22,22.2,22.22,22.22Z,Industrie manufacturière,Fabrication de produits en caoutchouc et en plastique,Fabrication de produits en plastique,Fabrication d'emballages en matières plastiques,Fabrication d'emballages en matières plastiques
C,22,22.2,22.23,22.23Z,Industrie manufacturière,Fabrication de produits en caoutchouc et en plastique,Fabrication de produits en plastique,Fabrication d'éléments en matières plastiques pour la construction,Fabrication d'éléments en matières plastiques pour la construction
C,22,22.2,22.29,22.29A,Industrie manufacturière,Fabrication de produits en caoutchouc et en plastique,Fabrication de produits en plastique,Fabrication d'autres articles en matières plastiques,Fabrication de pièces techniques à base de matières plastiques
C,22,22.2,22.29,22.29B,Industrie manufacturière,Fabrication de produits en caoutchouc et en plastique,Fabrication de produits en plastique,Fabrication d'autres articles en matières plastiques,Fabrication de produits de consommation courante en matières plastiques
C,23,23.1,23.11,23.11Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de verre et d'articles en verre,Fabrication de verre plat,Fabrication de verre plat
C,23,23.1,23.12,23.12Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de verre et d'articles en verre,Façonnage et transformation du verre plat,Façonnage et transformation du verre plat
C,23,23.1,23.13,23.13Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de verre et d'articles en verre,Fabrication de verre creux,Fabrication de verre creux
C,23,23.1,23.14,23.14Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de verre et d'articles en verre,Fabrication de fibres de verre,Fabrication de fibres de verre
C,23,23.1,23.19,23.19Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de verre et d'articles en verre,"Fabrication et façonnage d'autres articles en verre, y compris verre technique","Fabrication et façonnage d'autres articles en verre, y compris verre technique"
C,23,23.2,23.20,23.20Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de produits réfractaires,Fabrication de produits réfractaires,Fabrication de produits réfractaires
C,23,23.3,23.31,23.31Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de matériaux de construction en terre cuite,Fabrication de carreaux en céramique,Fabrication de carreaux en céramique
C,23,23.3,23.32,23.32Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de matériaux de construction en terre cuite,"Fabrication de briques, tuiles et produits de construction, en terre cuite","Fabrication de briques, tuiles et produits de construction, en terre cuite"
C,23,23.4,23.41,23.41Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'articles céramiques à usage domestique ou ornemental,Fabrication d'articles céramiques à usage domestique ou ornemental
C,23,23.4,23.42,23.42Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'appareils sanitaires en céramique,Fabrication d'appareils sanitaires en céramique
C,23,23.4,23.43,23.43Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'isolateurs et pièces isolantes en céramique,Fabrication d'isolateurs et pièces isolantes en céramique
C,23,23.4,23.44,23.44Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'autres produits céramiques à usage technique,Fabrication d'autres produits céramiques à usage technique
C,23,23.4,23.49,23.49Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'autres produits céramiques,Fabrication d'autres produits céramiques
C,23,23.5,23.51,23.51Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Fabrication de ciment, chaux et plâtre",Fabrication de ciment,Fabrication de ciment
C,23,23.5,23.52,23.52Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Fabrication de ciment, chaux et plâtre",Fabrication de chaux et plâtre,Fabrication de chaux et plâtre
C,23,23.6,23.61,23.61Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",Fabrication d'éléments en béton pour la construction,Fabrication d'éléments en béton pour la construction
C,23,23.6,23.62,23.62Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",Fabrication d'éléments en plâtre pour la construction,Fabrication d'éléments en plâtre pour la construction
C,23,23.6,23.63,23.63Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",Fabrication de béton prêt à l'emploi,Fabrication de béton prêt à l'emploi
C,23,23.6,23.64,23.64Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",Fabrication de mortiers et bétons secs,Fabrication de mortiers et bétons secs
C,23,23.6,23.65,23.65Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Fabrication d'ouvrages en béton, en ciment ou en plâtre",Fabrication d'ouvrages en fibre-ciment,Fabrication d'ouvrages en fibre-ciment
C,23,23.6,23.69,23.69Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Fabrication d'ouvrages en béton, en ciment ou en plâtre","Fabrication d'autres ouvrages en béton, en ciment ou en plâtre","Fabrication d'autres ouvrages en béton, en ciment ou en plâtre"
C,23,23.7,23.70,23.70Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,"Taille, façonnage et finissage de pierres","Taille, façonnage et finissage de pierres","Taille, façonnage et finissage de pierres"
C,23,23.9,23.91,23.91Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a.,Fabrication de produits abrasifs,Fabrication de produits abrasifs
C,23,23.9,23.99,23.99Z,Industrie manufacturière,Fabrication d'autres produits minéraux non métalliques,Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a.,Fabrication d'autres produits minéraux non métalliques n.c.a.,Fabrication d'autres produits minéraux non métalliques n.c.a.
C,24,24.1,24.10,24.10Z,Industrie manufacturière,Métallurgie,Sidérurgie,Sidérurgie,Sidérurgie
C,24,24.2,24.20,24.20Z,Industrie manufacturière,Métallurgie,"Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier","Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier","Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier"
C,24,24.3,24.31,24.31Z,Industrie manufacturière,Métallurgie,Fabrication d'autres produits de première transformation de l'acier,Étirage à froid de barres,Étirage à froid de barres
C,24,24.3,24.32,24.32Z,Industrie manufacturière,Métallurgie,Fabrication d'autres produits de première transformation de l'acier,Laminage à froid de feuillards,Laminage à froid de feuillards
C,24,24.3,24.33,24.33Z,Industrie manufacturière,Métallurgie,Fabrication d'autres produits de première transformation de l'acier,Profilage à froid par formage ou pliage,Profilage à froid par formage ou pliage
C,24,24.3,24.34,24.34Z,Industrie manufacturière,Métallurgie,Fabrication d'autres produits de première transformation de l'acier,Tréfilage à froid,Tréfilage à froid
C,24,24.4,24.41,24.41Z,Industrie manufacturière,Métallurgie,Production de métaux précieux et d'autres métaux non ferreux,Production de métaux précieux,Production de métaux précieux
